,0,1,2,3,4,5,6,7,8,9,10,11
108,109,09UP2001000037,Uttar Pradesh,2001-02,Fatehpur,Udai Cold Storage & Ice Plant (P) Ltd.,Fatehpur (UP),0.0,22.41,NHB,Completed,COLD / CA STORAGECOLD STORAGE02241.00MT
109,110,09UP2001000038,Uttar Pradesh,2001-02,Ghaziabad,Zum Zum Cold Storage (P) Ltd.,Ghaziabad (UP),0.0,25.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE02500.00MT
110,111,LKN 158,Uttar Pradesh,2001-02,Mainpuri,Pradeep Ice & Cold storage Pvt. Ltd,Mainpuri,0.0,44.04,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08144.30MT
111,112,LKN 159,Uttar Pradesh,2001-02,Mathura,Ravi Ice and Coldstorage Pvt. Ltd.,Mathura,0.0,32.56,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05746.00MT
112,113,LKN 154,Uttar Pradesh,2001-02,Agra,Sri Ram Cold storage,Agra,0.0,46.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08169.20MT
113,114,LKN 086,Uttar Pradesh,2001-02,Meerut,Janshakti Cold Storage,Meerut,0.0,16.19,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03127.90MT
114,115,LKN 165,Uttar Pradesh,2001-02,Budaun,Kisan Cold storage and Ice Factory,Badaun,0.0,20.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03609.80MT
115,116,LKN 168,Uttar Pradesh,2001-02,Lucknow,BKT Cold Storage & Ice Factory,Lucknow,0.0,26.08,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04729.60MT
116,117,LKN 140,Uttar Pradesh,2001-02,Agra,Diwan Chand,Agra,0.0,15.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04884.00MT
117,118,LKN 162,Uttar Pradesh,2001-02,Aligarh,G G Ice Cold Storage,Aligarh,0.0,31.91,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06288.00MT
118,119,LKN 169,Uttar Pradesh,2001-02,Agra,Shantivrat Cold Storage,Agra,0.0,38.62,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07690.40MT
119,120,LKN 143,Uttar Pradesh,2001-02,Agra,Agra Ice Factory and Cold Storage,Agra,0.0,20.78,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04218.50MT
120,121,LKN 050,Uttar Pradesh,2001-02,Agra,Moolchand Ice and Cold storage Pvt. Ltd,Agra,0.0,36.99,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06972.20MT
121,122,LKN 172,Uttar Pradesh,2001-02,Agra,S B Ice and Cold storage,Agra,0.0,19.19,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05508.20MT
122,123,LKN 031,Uttar Pradesh,2001-02,Agra,Nav Ratan Ice And Cold Storage Pvt. Ltd.,Agra,0.0,15.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02755.90MT
123,124,LKN 155,Uttar Pradesh,2001-02,Meerut,Bhagirti Ice & Cold Storage,Meerut,0.0,41.04,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05497.18MT
